X,X
X,X
T,Rho
303.15,1008.1
308.15,1004.1
313.15,1000.4
318.15,996
323.15,992.7
328.15,988.3
333.15,985
343.15,977.3
353.15,969.6
363.15,961.9
373.15,954.2
