X,X,
NIST,Model,
T,Rho,
538.792,16.4,
540,16.8,
550,20.3,
560,24.4,
570,29.2,
580,34.8,
590,41.4,
600,49.2,
610,58.5,
620,69.6,
630,83.2,
640,100.5,
650,123.6,
660,158,
670,239,
671.4,319,
